GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998:Q1,1998:Q2,1998:Q3,1998:Q4,1999:Q1,1999:Q2,1999:Q3,1999:Q4,2000:Q1,2000:Q2,2000:Q3,2000:Q4,2001:Q1,2001:Q2,2001:Q3,2001:Q4,2002:Q1,2002:Q2,2002:Q3,2002:Q4,2003:Q1,2003:Q2,2003:Q3,2003:Q4,2004:Q1,2004:Q2,2004:Q3,2004:Q4,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3
 "20000","Kansas",4,SQINC4,47,"..."," Plus: Personal current transfer receipts","Millions of dollars",8494.6,8521.3,8543.0,8618.0,8752.2,8808.5,8953.6,9094.4,9277.4,9588.1,9773.0,9964.9,10311.4,10572.1,10406.7,10906.2,11060.5,11159.4,11247.7,11368.4,11520.9,11672.9,11862.4,11780.0,11919.2,11986.4,12060.9,12195.3,12498.4,12673.6,12757.1,12857.8,13325.9,13521.7,13792.3,13931.2,14465.0,14581.7,14724.1,14976.5,15272.3,18389.1,16360.4,16188.0,17061.9,18288.2,18368.3,18384.0,19187.5,19123.3,19125.1,19323.2,19519.1,19602.9,19624.8,19756.3,19399.8,19398.0,19284.4,19335.7,19449.4,19579.7,19726.1,19800.6,19960.5,20258.5,20490.9,20585.4,20970.3,21212.8,21411.7,21489.0,21736.8,22008.7,22098.0,22150.1,22376.6,22395.5,22523.1,22702.2,23088.1,23216.2,23543.4
 "20000","Kansas",4,SQINC4,50,"..."," Wages and salaries","Millions of dollars",36437.7,37087.7,37624.4,38121.5,38692.4,39042.4,39227.3,40791.8,41017.6,41707.9,42618.0,41723.9,42808.0,43216.7,43485.8,43568.5,43490.5,44090.2,43929.5,43990.4,44159.7,44054.6,44607.2,45132.7,45517.2,46326.0,47615.5,47349.6,47578.8,48173.9,49173.4,49225.8,50929.2,51576.2,52141.8,53687.1,54873.1,55454.3,55323.8,56118.2,57091.2,57704.6,57975.9,57721.8,55316.1,55780.7,55523.1,55802.4,54805.2,55935.6,56717.7,56900.3,57110.9,58065.3,58761.7,58480.9,60149.8,60185.1,60205.1,61925.8,61271.4,61908.7,61923.2,62384.8,64047.6,64167.0,64485.8,65082.7,66180.1,66827.8,66625.0,67104.7,66257.7,66847.5,67474.6,68093.1,68151.9,68312.6,68927.9,69189.8,69901.1,70998.1,71527.1
 "20000","Kansas",4,SQINC4,60,"..."," Supplements to wages and salaries","Millions of dollars",7923.2,8085.7,8200.2,8294.7,8392.2,8486.8,8550.4,8833.4,8872.8,9056.8,9192.5,9104.8,9355.4,9488.5,9604.7,9638.2,9662.1,9776.0,9795.2,9963.2,10173.9,10213.6,10393.5,10519.9,10774.1,10938.8,11266.8,11251.5,11442.9,11561.0,11677.3,11521.7,11553.5,11576.8,11653.3,11997.4,12254.3,12583.4,12779.3,13128.7,13518.5,13778.7,13791.6,13549.9,13044.1,12965.6,12929.0,13107.1,13396.8,13775.8,14062.7,14176.1,14274.6,14441.5,14411.5,14204.6,14082.1,13964.3,14089.8,14548.8,15031.4,15550.1,15798.1,15836.8,15879.6,15812.0,15843.9,15944.9,16194.8,16361.2,16331.1,16367.4,16098.5,16180.9,16290.7,16458.1,16500.1,16673.6,16786.2,16900.4,16985.7,17241.9,17346.4
 "20000","Kansas",4,SQINC4,61,"...","  Employer contributions for employee pension and insurance funds 8/","Millions of dollars",5039.4,5154.6,5232.7,5305.9,5366.0,5446.3,5504.1,5679.4,5702.8,5840.2,5906.9,5883.3,6054.7,6158.7,6257.7,6284.8,6304.8,6371.0,6400.4,6559.3,6713.2,6752.5,6888.4,6979.0,7156.2,7267.1,7502.3,7511.3,7661.4,7743.4,7789.2,7632.8,7554.6,7543.5,7603.4,7872.7,8116.7,8445.3,8653.5,8929.8,9230.5,9421.1,9404.8,9186.5,8860.0,8741.8,8707.2,8841.3,9059.2,9342.0,9588.8,9727.9,9729.6,9870.7,9818.1,9648.9,9377.5,9255.4,9381.1,9694.5,10211.0,10656.3,10905.8,10931.7,10912.8,10849.3,10830.5,10832.7,10954.2,11028.5,11020.7,11077.7,11010.1,11125.8,11233.4,11361.3,11370.3,11508.1,11556.9,11642.0,11673.2,11857.4,11923.5
 "20000","Kansas",4,SQINC4,62,"...","  Employer contributions for government social insurance","Millions of dollars",2883.8,2931.1,2967.5,2988.8,3026.2,3040.5,3046.2,3154.0,3170.0,3216.6,3285.6,3221.5,3300.7,3329.8,3346.9,3353.4,3357.2,3404.9,3394.8,3403.9,3460.6,3461.1,3505.1,3540.9,3617.9,3671.8,3764.6,3740.1,3781.5,3817.6,3888.1,3888.9,3998.8,4033.2,4049.9,4124.8,4137.5,4138.1,4125.8,4198.8,4288.0,4357.5,4386.8,4363.4,4184.1,4223.8,4221.9,4265.8,4337.6,4433.8,4473.9,4448.1,4545.0,4570.9,4593.4,4555.7,4704.7,4708.8,4708.7,4854.3,4820.5,4893.8,4892.3,4905.1,4966.8,4962.7,5013.3,5112.2,5240.6,5332.7,5310.5,5289.7,5088.4,5055.1,5057.3,5096.8,5129.8,5165.5,5229.3,5258.4,5312.5,5384.5,5422.8
 "20000","Kansas",4,SQINC4,70,"..."," Proprietors' income 9/","Millions of dollars",5477.0,5668.5,5884.0,6185.2,5558.7,5710.8,5847.0,5979.6,4928.6,5404.3,5340.9,5322.2,5146.7,5274.5,5321.8,5417.0,4913.1,4992.3,5281.5,5558.1,5794.0,6087.6,6180.2,5993.0,5176.6,5118.3,5066.7,5301.1,6180.5,6384.2,6190.0,5554.2,8135.7,8350.0,8191.0,7820.3,8668.2,8201.2,8308.8,8573.1,10918.0,11135.0,10856.0,10361.1,11173.7,10356.9,10468.0,11583.8,10300.6,11342.5,12344.3,13156.0,14284.5,15247.8,16062.3,15845.1,19146.2,18902.6,17112.1,17935.5,19927.1,21520.6,21129.2,21127.9,17114.9,17724.7,18575.0,18847.6,17117.4,16533.3,17142.2,16113.8,15607.9,15611.3,15580.3,15502.9,15411.8,15621.1,15503.4,15678.7,15524.0,15288.6,15322.4
 "20000","Kansas",4,SQINC4,71,"...","  Farm proprietors' income","Millions of dollars",816.9,893.1,991.9,1164.7,1017.1,1086.0,1125.1,1113.5,482.5,722.0,697.6,772.0,806.1,778.2,737.7,795.9,-56.2,-45.5,221.5,480.7,1133.2,1401.6,1450.6,1191.8,1319.8,1112.7,988.7,1225.7,1603.3,1807.5,1723.4,1353.4,895.7,938.5,790.8,497.9,1516.4,1081.4,1001.6,1031.2,2207.0,1826.5,1256.8,956.0,1289.7,1393.2,1534.6,2070.7,1492.0,1869.0,2356.9,2792.5,3389.6,3018.1,3211.0,3034.7,3233.1,2412.4,1812.4,2545.9,4255.7,4956.6,4709.7,4016.1,1804.6,2166.6,2268.6,2652.2,1093.4,1280.0,1657.9,967.5,1814.4,1873.2,1559.0,1165.4,1426.3,1516.2,1216.4,1173.5,796.0,413.0,300.8
 "20000","Kansas",4,SQINC4,72,"...","  Nonfarm proprietors' income","Millions of dollars",4660.1,4775.5,4892.2,5020.5,4541.6,4624.9,4721.9,4866.0,4446.1,4682.3,4643.3,4550.1,4340.7,4496.3,4584.1,4621.1,4969.3,5037.8,5059.9,5077.5,4660.8,4686.0,4729.6,4801.2,3856.8,4005.6,4078.0,4075.3,4577.3,4576.6,4466.6,4200.7,7240.0,7411.5,7400.3,7322.4,7151.8,7119.8,7307.2,7542.0,8711.0,9308.5,9599.2,9405.1,9884.1,8963.7,8933.4,9513.1,8808.6,9473.5,9987.4,10363.5,10894.9,12229.6,12851.3,12810.4,15913.1,16490.2,15299.6,15389.6,15671.4,16563.9,16419.5,17111.8,15310.2,15558.0,16306.5,16195.4,16024.0,15253.3,15484.3,15146.3,13793.5,13738.1,14021.3,14337.5,13985.5,14104.9,14287.0,14505.2,14728.1,14875.6,15021.6
 "21000","Kentucky",5,SQINC4,10,"...","Personal income (millions of dollars, seasonally adjusted)","Millions of dollars",87989.2,89329.4,90267.2,91367.3,91813.5,92657.7,93723.2,95962.1,98760.1,100292.6,101855.6,102668.9,103415.8,104246.7,104378.0,105035.0,105128.7,106527.1,106962.1,107950.7,108018.7,108767.2,110041.0,111426.1,113186.1,114866.7,116566.4,118956.6,118854.4,120849.1,122395.5,123980.9,126908.9,128318.7,129251.4,130390.9,132666.1,134283.3,134753.8,136319.6,138292.5,144029.0,140237.2,139327.7,136891.4,139016.9,138878.4,140563.3,140964.0,143538.0,145359.3,146175.6,148683.9,150018.6,151874.0,153701.3,155085.2,156595.6,155735.4,158630.4,157264.5,157490.7,158161.4,158486.4,162219.7,164714.9,166294.1,168247.4,169573.9,172028.9,173336.4,174506.5,173017.9,174002.3,176000.5,177030.4,178936.3,179892.0,181314.0,183163.9,184221.8,186238.5,187429.2
 "21000","Kentucky",5,SQINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",86980.0,88382.0,89343.7,90247.6,90863.7,91954.0,92987.7,95272.8,97347.4,98806.3,100368.5,101135.0,102345.4,103176.5,103319.2,103961.4,104543.5,105950.8,106262.0,107166.0,107397.0,108051.9,109306.9,110724.3,111904.8,113607.4,115401.8,117721.4,117400.7,119200.5,120760.1,122560.8,125484.5,127021.4,128050.1,129287.0,131777.4,133498.9,133985.4,135550.8,137837.3,143638.2,140017.1,139140.7,136335.2,138413.5,138258.5,139771.2,140749.6,143236.9,144994.6,145806.5,147769.5,149225.1,151059.4,152959.7,153903.0,155612.8,155078.7,157874.2,154509.6,154709.1,155430.5,156021.0,160519.5,162851.8,164674.7,166587.9,168217.7,170694.1,171873.3,173144.2,172104.3,173046.3,175154.8,176304.3,177882.9,178840.9,180352.9,182191.5,183331.9,185306.4,186649.4
 "21000","Kentucky",5,SQINC4,12,"..."," Farm income 2/","Millions of dollars",1009.3,947.4,923.5,1119.7,949.8,703.7,735.5,689.3,1412.7,1486.3,1487.1,1534.0,1070.4,1070.2,1058.8,1073.6,585.1,576.4,700.1,784.7,621.7,715.3,734.1,701.9,1281.3,1259.3,1164.6,1235.1,1453.7,1648.6,1635.4,1420.1,1424.3,1297.3,1201.3,1103.9,888.6,784.4,768.4,768.8,455.3,390.8,220.1,187.0,556.3,603.4,619.9,792.1,214.4,301.1,364.8,369.0,914.4,793.4,814.6,741.6,1182.2,982.8,656.7,756.3,2754.9,2781.6,2730.9,2465.3,1700.2,1863.1,1619.4,1659.4,1356.2,1334.7,1463.1,1362.3,913.6,956.0,845.8,726.1,1053.3,1051.1,961.1,972.3,889.9,932.1,779.8
 "21000","Kentucky",5,SQINC4,20,"...","Population (midperiod, persons) 3/","Number of persons",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4336196,4343590,4351137,4356839,4361127,4365741,4370835,4375124,4378363,4381668,4386383,4391108,4393725,4396929,4400976,4404564,4406590,4408896,4412660,4416465,4418181,4420439,4424412,4428647,4431106,4434145,4438822,4443990,4447763,4451693,4456873,4461832,4465432,4469348,4474397
 "21000","Kentucky",5,SQINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32509,33046,33407,33551,34093,34363,34747,35131,35421,35739,35504,36125,35793,35818,35938,35982,36813,37360,37686,38095,38381,38917,39177,39404,39046,39241,39650,39836,40231,40410,40682,41051,41255,41670,41889
 "21000","Kentucky",5,SQINC4,35,"..."," Earnings by place of work","Millions of dollars",63749.5,64870.2,65887.9,67193.2,67955.6,68876.5,69616.9,71388.1,73244.1,73805.6,74920.5,75437.8,75731.3,76292.2,76945.1,76845.2,77116.6,78274.0,78932.8,79840.0,79967.0,80918.0,82093.3,83460.7,85091.1,85950.6,87614.6,88674.4,89178.8,90879.5,92210.6,92682.7,94287.4,94585.0,94953.9,95894.0,97008.7,97816.4,97560.2,98745.7,99953.4,100531.8,99784.5,99760.0,96256.3,96312.5,97095.1,99147.7,98455.4,101107.7,102647.7,102735.9,103535.0,104701.4,106360.6,106653.0,108385.7,109013.9,108703.2,109458.7,111855.7,111843.8,111808.1,111696.8,113389.4,114435.6,114919.4,116217.2,116529.6,118451.8,119447.0,120720.3,118829.8,119629.1,121449.1,122430.3,123469.8,123996.5,124891.1,125844.4,126465.2,127441.6,128379.9
 "21000","Kentucky",5,SQINC4,36,"..."," Less: Contributions for government social insurance 5/","Millions of dollars",7551.2,7685.9,7811.8,7941.6,8098.5,8227.4,8272.2,8431.6,8503.1,8469.7,8556.8,8569.4,8689.9,8726.6,8780.4,8776.1,8889.2,9022.8,9063.0,9113.8,9163.0,9221.1,9309.6,9418.5,9534.2,9574.4,9745.4,9823.7,9944.0,10101.8,10241.8,10299.4,10553.4,10637.3,10701.6,10830.5,11034.3,11143.8,11137.9,11340.2,11507.6,11639.1,11657.0,11740.6,11383.0,11457.1,11527.1,11657.7,11660.2,11850.2,11921.6,11855.9,10801.5,10876.0,11021.0,11015.3,11226.0,11300.5,11280.2,11329.5,12861.7,12877.8,12905.8,12951.1,13299.4,13402.0,13471.5,13646.8,13760.2,14021.5,14111.1,14296.3,14162.8,14273.7,14504.1,14591.1,14717.4,14743.6,14832.3,14924.9,15095.0,15192.2,15305.8
 "21000","Kentucky",5,SQINC4,37,"...","  Employee and self-employed contributions for government social insurance","Millions of dollars",3788.5,3853.0,3906.5,3958.0,4029.4,4085.1,4107.4,4199.5,4252.5,4264.6,4327.1,4351.9,4427.9,4460.6,4493.0,4481.3,4539.2,4598.6,4620.9,4657.1,4683.9,4722.0,4779.4,4842.2,4901.4,4927.8,5019.0,5066.8,5145.6,5233.6,5308.2,5341.5,5517.4,5570.8,5610.5,5676.2,5805.7,5869.9,5865.2,5965.7,6068.4,6138.7,6136.9,6178.2,6008.0,6035.1,6059.9,6111.7,6070.1,6158.2,6202.9,6187.6,4990.5,5052.7,5129.5,5150.6,5196.9,5223.0,5210.0,5206.8,6723.0,6725.7,6739.4,6749.3,6960.8,7010.2,7036.4,7108.9,7188.5,7308.8,7350.2,7442.9,7438.1,7499.2,7629.9,7680.0,7800.9,7830.3,7877.1,7930.6,8056.6,8113.2,8173.5
 "21000","Kentucky",5,SQINC4,38,"...","  Employer contributions for government social insurance","Millions of dollars",3762.7,3832.8,3905.3,3983.6,4069.1,4142.2,4164.8,4232.1,4250.6,4205.1,4229.6,4217.5,4262.0,4266.0,4287.4,4294.8,4350.0,4424.2,4442.1,4456.8,4479.1,4499.0,4530.3,4576.3,4632.9,4646.6,4726.4,4756.9,4798.5,4868.2,4933.6,4957.9,5036.0,5066.4,5091.1,5154.3,5228.6,5274.0,5272.7,5374.5,5439.3,5500.4,5520.1,5562.3,5375.1,5422.1,5467.2,5545.9,5590.1,5692.0,5718.7,5668.2,5811.1,5823.3,5891.5,5864.7,6029.1,6077.5,6070.2,6122.7,6138.7,6152.1,6166.4,6201.7,6338.6,6391.8,6435.1,6537.9,6571.8,6712.6,6760.9,6853.5,6724.6,6774.4,6874.2,6911.1,6916.5,6913.3,6955.2,6994.3,7038.5,7079.0,7132.3
 "21000","Kentucky",5,SQINC4,42,"..."," Plus: Adjustment for residence 6/","Millions of dollars",-159.4,-188.4,-210.4,-191.8,-234.7,-271.3,-282.4,-298.8,-236.6,-270.9,-303.7,-367.2,-394.1,-436.7,-477.9,-465.2,-486.6,-509.6,-500.0,-542.8,-692.7,-718.7,-778.5,-753.6,-936.2,-880.0,-929.8,-963.9,-1258.6,-1318.4,-1346.8,-1327.4,-1354.3,-1333.3,-1347.7,-1404.0,-1397.7,-1507.2,-1506.4,-1595.9,-1759.2,-1820.2,-1771.4,-1820.7,-1765.1,-1821.3,-1882.2,-1951.5,-2075.9,-2152.1,-2187.5,-2147.3,-2300.3,-2340.9,-2351.6,-2383.8,-2419.7,-2418.9,-2406.3,-2344.1,-2101.0,-2040.2,-2029.2,-1993.9,-1966.3,-1998.8,-1974.7,-1994.9,-1985.8,-2067.9,-2096.2,-2142.2,-1863.7,-1909.8,-1993.3,-1957.3,-2109.6,-2111.9,-2076.6,-2135.2,-2091.7,-2151.9,-2158.9
 "21000","Kentucky",5,SQINC4,45,"..."," Equals: Net earnings by place of residence","Millions of dollars",56038.9,56995.9,57865.7,59059.8,59622.4,60377.9,61062.3,62657.7,64504.4,65065.0,66060.1,66501.1,66647.3,67128.9,67686.9,67603.9,67740.7,68741.5,69369.8,70183.4,70111.2,70978.3,72005.1,73288.6,74620.7,75496.1,76939.4,77886.9,77976.2,79459.3,80621.9,81055.9,82379.7,82614.4,82904.6,83659.5,84576.7,85165.4,84915.8,85809.6,86686.6,87072.5,86356.1,86198.8,83108.1,83034.0,83685.7,85538.5,84719.3,87105.4,88538.7,88732.8,90433.2,91484.5,92988.1,93253.9,94740.0,95294.5,95016.8,95785.1,96893.1,96925.8,96873.1,96751.8,98123.7,99034.8,99473.3,100575.4,100783.6,102362.5,103239.6,104281.7,102803.3,103445.6,104951.8,105881.9,106642.8,107141.0,107982.3,108784.2,109278.4,110097.5,110915.2
 "21000","Kentucky",5,SQINC4,46,"..."," Plus: Dividends, interest, and rent 7/","Millions of dollars",16857.1,17179.6,17255.9,17016.2,16656.9,16688.8,16853.1,17292.0,17977.0,18431.7,18680.1,18725.3,18850.5,18689.8,18488.7,18273.1,17895.4,18007.3,17791.8,17905.5,17828.4,17550.1,17513.2,17590.8,17366.5,17532.8,17563.8,18568.2,17801.5,18333.8,18495.9,19507.3,20097.4,20809.3,21105.4,21295.3,21605.9,22552.7,22796.9,23010.9,23534.3,23491.4,23885.1,23346.5,22165.3,21748.3,21276.4,20928.8,20874.1,21106.0,21274.0,21868.9,22450.7,22801.7,23116.7,24028.1,24614.5,25244.4,24748.4,26701.0,23887.1,23925.5,24259.5,24520.1,24947.3,25832.3,26439.1,26796.7,26924.1,27446.1,27777.7,27764.4,27917.0,28153.7,28359.3,28647.1,29069.7,29314.4,29427.5,29982.5,30178.6,30432.6,30693.4
 "21000","Kentucky",5,SQINC4,47,"..."," Plus: Personal current transfer receipts","Millions of dollars",15093.2,15153.9,15145.6,15291.3,15534.2,15591.0,15807.8,16012.4,16278.7,16795.9,17115.5,17442.6,17918.0,18428.0,18202.5,19158.0,19492.6,19778.2,19800.4,19861.8,20079.1,20238.8,20522.7,20546.7,21198.9,21837.7,22063.2,22501.5,23076.7,23056.0,23277.7,23417.7,24431.7,24895.0,25241.4,25436.1,26483.4,26565.2,27041.1,27499.2,28071.6,33465.1,29996.0,29782.4,31618.0,34234.6,33916.3,34096.0,35370.5,35326.6,35546.6,35573.9,35800.0,35732.4,35769.2,36419.3,35730.7,36056.6,35970.2,36144.4,36484.3,36639.4,37028.8,37214.5,39148.8,39847.7,40381.7,40875.2,41866.2,42220.3,42319.1,42460.3,42297.6,42403.0,42689.4,42501.4,43223.8,43436.5,43904.2,44397.2,44764.8,45708.4,45820.6
 "21000","Kentucky",5,SQINC4,50,"..."," Wages and salaries","Millions of dollars",46872.4,47746.3,48504.3,49256.8,50067.7,50831.4,51200.0,52495.7,53429.9,53546.5,54323.2,54484.1,55268.3,55521.2,55806.8,55624.7,55804.9,56615.8,56883.7,57300.2,57361.6,57935.1,58784.8,59815.2,60125.8,60759.1,62068.3,62648.4,62795.2,63799.1,64705.5,65041.2,66458.2,66931.6,67425.1,68418.5,69826.5,70620.2,70419.9,71460.9,72037.3,72506.9,72280.1,72585.8,69723.3,70127.3,70475.5,71331.1,70099.9,71773.1,72739.7,72886.9,73369.2,74225.0,75331.4,75203.9,76648.5,76983.6,76948.3,77652.9,78202.1,78188.3,78247.9,78480.8,80469.0,81105.2,81575.4,82682.3,83527.7,85109.0,85747.8,86912.6,86118.8,86853.8,88454.2,89129.3,89531.9,89831.0,90455.2,91102.2,91643.7,92276.6,93082.2
 "21000","Kentucky",5,SQINC4,60,"..."," Supplements to wages and salaries","Millions of dollars",10423.8,10651.1,10835.4,11044.7,11265.1,11533.8,11749.5,12111.4,12332.3,12533.3,12793.4,12931.9,13187.4,13360.7,13605.3,13675.9,13893.3,14175.8,14390.0,14741.8,14997.1,15200.1,15427.7,15637.6,15862.3,15967.1,16325.2,16702.3,17114.5,17521.3,17708.3,17699.0,17657.4,17646.3,17697.3,17789.9,17930.5,18244.1,18413.1,18801.3,19132.2,19353.9,19123.5,18893.3,18175.5,17970.1,18109.1,18590.7,19219.5,19813.6,20126.3,20009.5,19915.1,19968.2,20172.8,20412.9,20791.3,21062.0,21089.3,20939.4,20959.1,20831.1,20763.5,20631.5,20790.8,20855.7,20908.5,21087.7,21309.9,21647.2,21741.5,21901.4,21533.7,21611.4,21870.9,22039.9,22174.9,22372.0,22512.7,22670.5,22681.8,22840.9,22987.3
 "21000","Kentucky",5,SQINC4,61,"...","  Employer contributions for employee pension and insurance funds 8/","Millions of dollars",6661.1,6818.3,6930.1,7061.2,7196.0,7391.5,7584.7,7879.3,8081.8,8328.1,8563.8,8714.4,8925.5,9094.7,9317.9,9381.0,9543.3,9751.6,9947.9,10285.1,10518.0,10701.0,10897.4,11061.3,11229.4,11320.5,11598.8,11945.5,12316.0,12653.1,12774.7,12741.1,12621.4,12579.9,12606.2,12635.6,12702.0,12970.1,13140.4,13426.9,13693.0,13853.6,13603.4,13331.0,12800.5,12548.1,12641.9,13044.8,13629.4,14121.6,14407.6,14341.3,14104.0,14144.9,14281.3,14548.2,14762.2,14984.5,15019.1,14816.7,14820.4,14679.0,14597.1,14429.8,14452.2,14463.9,14473.5,14549.8,14738.2,14934.6,14980.6,15048.0,14809.1,14836.9,14996.7,15128.9,15258.5,15458.7,15557.5,15676.2,15643.3,15761.9,15855.0
 "21000","Kentucky",5,SQINC4,62,"...","  Employer contributions for government social insurance","Millions of dollars",3762.7,3832.8,3905.3,3983.6,4069.1,4142.2,4164.8,4232.1,4250.6,4205.1,4229.6,4217.5,4262.0,4266.0,4287.4,4294.8,4350.0,4424.2,4442.1,4456.8,4479.1,4499.0,4530.3,4576.3,4632.9,4646.6,4726.4,4756.9,4798.5,4868.2,4933.6,4957.9,5036.0,5066.4,5091.1,5154.3,5228.6,5274.0,5272.7,5374.5,5439.3,5500.4,5520.1,5562.3,5375.1,5422.1,5467.2,5545.9,5590.1,5692.0,5718.7,5668.2,5811.1,5823.3,5891.5,5864.7,6029.1,6077.5,6070.2,6122.7,6138.7,6152.1,6166.4,6201.7,6338.6,6391.8,6435.1,6537.9,6571.8,6712.6,6760.9,6853.5,6724.6,6774.4,6874.2,6911.1,6916.5,6913.3,6955.2,6994.3,7038.5,7079.0,7132.3
 "21000","Kentucky",5,SQINC4,70,"..."," Proprietors' income 9/","Millions of dollars",6453.3,6472.7,6548.2,6891.7,6622.7,6511.3,6667.5,6781.0,7481.8,7725.8,7803.9,8021.8,7275.6,7410.3,7533.0,7544.6,7418.3,7482.4,7659.1,7798.0,7608.2,7782.8,7880.8,8007.9,9103.1,9224.4,9221.1,9323.7,9269.1,9559.1,9796.8,9942.5,10171.8,10007.0,9831.5,9685.7,9251.6,8952.1,8727.1,8483.4,8783.8,8670.9,8380.9,8280.9,8357.4,8215.1,8510.4,9225.8,9136.0,9521.0,9781.7,9839.6,10250.6,10508.1,10856.4,11036.2,10945.8,10968.3,10665.6,10866.4,12694.5,12824.4,12796.8,12584.4,12129.6,12474.7,12435.5,12447.1,11691.9,11695.6,11957.7,11906.2,11177.3,11163.9,11124.1,11261.0,11763.0,11793.5,11923.2,12071.7,12139.7,12324.1,12310.5
 "21000","Kentucky",5,SQINC4,71,"...","  Farm proprietors' income","Millions of dollars",812.8,744.8,716.1,909.5,734.4,486.2,518.3,474.1,1209.0,1287.0,1285.3,1323.2,822.8,819.6,806.6,821.4,273.7,267.4,393.6,481.1,289.9,383.4,398.3,358.3,964.6,934.9,835.5,904.1,1191.9,1388.6,1378.2,1166.5,1145.8,1018.2,916.5,807.8,572.0,455.6,432.6,431.3,146.7,84.3,-85.3,-118.6,261.5,309.1,327.4,503.0,-71.4,21.3,91.8,103.8,680.4,559.6,573.0,483.7,862.0,644.2,308.8,408.5,2409.3,2440.8,2390.8,2122.3,1347.8,1507.3,1264.0,1308.4,1049.1,1032.1,1161.7,1058.9,581.4,619.8,506.5,384.4,742.3,737.9,645.3,653.4,568.5,608.3,453.8
 "21000","Kentucky",5,SQINC4,72,"...","  Nonfarm proprietors' income","Millions of dollars",5640.5,5727.9,5832.1,5982.2,5888.3,6025.1,6149.2,6307.0,6272.9,6438.8,6518.6,6698.6,6452.8,6590.7,6726.4,6723.2,7144.6,7215.0,7265.4,7316.9,7318.3,7399.5,7482.5,7649.6,8138.5,8289.4,8385.7,8419.6,8077.2,8170.6,8418.7,8776.0,9026.1,8988.8,8915.0,8877.9,8679.7,8496.5,8294.5,8052.1,8637.2,8586.6,8466.2,8399.4,8095.9,7905.9,8183.0,8722.8,9207.4,9499.7,9689.9,9735.7,9570.2,9948.5,10283.4,10552.5,10083.8,10324.2,10356.8,10457.9,10285.2,10383.6,10406.0,10462.2,10781.8,10967.4,11171.4,11138.7,10642.8,10663.5,10796.0,10847.3,10595.9,10544.1,10617.6,10876.6,11020.6,11055.6,11277.9,11418.3,11571.2,11715.8,11856.7
 "22000","Louisiana",5,SQINC4,10,"...","Personal income (millions of dollars, seasonally adjusted)","Millions of dollars",97296.3,98915.9,99572.1,99910.3,100272.4,100728.8,101315.9,103040.9,105576.0,106940.8,107519.3,108249.7,112695.1,114186.5,114778.1,115853.4,116150.6,117224.2,117936.2,119318.1,118715.4,120205.0,121830.9,123498.3,123238.6,125306.3,126655.9,129499.5,131078.1,132679.6,138816.1,140325.7,141034.3,142922.0,144306.5,146741.4,149653.4,158030.0,158636.6,160819.2,163361.5,170848.0,168207.9,169513.9,164960.9,163339.7,162494.1,162732.6,166437.2,169262.7,172646.6,173561.2,174453.2,175220.3,176706.1,178319.1,182729.7,186068.2,185093.5,190125.3,187049.2,188148.5,188719.7,189590.5,194231.5,197374.0,199221.3,199916.8,199829.2,199667.5,200575.2,200239.0,197987.4,198882.4,199546.7,201757.0,203285.2,203627.0,205299.6,205855.2,209167.5,211638.3,212828.6
